CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI,Lucro,CTR,Conversion_Rate,CPA
CAMP01193,2025-07-17,2025-07-28,Email,97526,5766,1079,478,3333.67,8492.87,1.55,5159.200000000001,5.912269548633185,8.289975719736384,6.974205020920502
CAMP01194,2025-12-10,2025-12-25,Influencer,188699,9981,1171,380,3628.98,3943.44,0.09,314.46000000000004,5.289376202311618,3.8072337441138164,9.549947368421053
CAMP01195,2025-06-10,2025-06-22,Display,118417,9087,2867,1273,2537.85,6782.25,1.67,4244.4,7.673729278735316,14.009023880268515,1.9935978004713275
CAMP01196,2025-06-26,2025-07-06,Social,161555,4070,612,138,1495.97,1670.51,0.12,174.53999999999996,2.5192658846832345,3.3906633906633905,10.84036231884058
CAMP01197,2025-10-12,2025-10-27,Search,154949,9637,4546,1254,179.28,526.22,1.94,346.94000000000005,6.219465759701579,13.012348241153887,0.1429665071770335
CAMP01198,2025-03-04,2025-03-11,Display,228311,20574,3297,1379,1188.0,3303.67,1.78,2115.67,9.011392355164666,6.702634392923107,0.8614938361131255
CAMP01199,2025-05-30,2025-06-04,Search,8088,97,10,4,4901.8,7515.34,0.53,2613.54,1.1993076162215628,4.123711340206185,1225.45
CAMP01200,2025-06-03,2025-06-14,Social,240657,16981,3478,1038,4051.27,5862.48,0.45,1811.2099999999996,7.056100591297988,6.112714209999411,3.9029576107899806
CAMP01201,2025-06-05,2025-06-10,Influencer,159251,9495,1613,956,2447.28,6281.49,1.57,3834.2099999999996,5.962285951108627,10.068457082675092,2.559916317991632
CAMP01202,2025-02-18,2025-02-23,Social,52954,5060,2107,769,1783.6,2324.53,0.3,540.9300000000003,9.555463232239301,15.197628458498025,2.319375812743823
CAMP01203,2025-12-03,2025-12-16,Search,289155,9623,2076,1003,415.29,1136.48,1.74,721.19,3.3279728865141536,10.42294502753819,0.4140478564307079
CAMP01204,2025-03-25,2025-04-08,Search,17839,1557,308,93,149.67,159.22,0.06,9.550000000000011,8.72806771680027,5.973025048169557,1.6093548387096772
CAMP01205,2025-12-27,2026-01-07,Social,254750,9631,4795,1773,3799.8,8751.81,1.3,4952.009999999999,3.780569185475957,18.40930329145468,2.1431472081218277
CAMP01206,2025-06-26,2025-07-11,Email,188975,9200,1472,783,4929.31,7493.19,0.52,2563.879999999999,4.868368831856065,8.51086956521739,6.295415070242657
CAMP01207,2025-05-28,2025-06-05,Social,28625,835,111,59,1343.76,3608.21,1.69,2264.45,2.9170305676855897,7.065868263473053,22.775593220338983
CAMP01208,2025-04-28,2025-05-08,Influencer,154553,13557,3013,765,1445.23,2535.1,0.75,1089.87,8.77174820288186,5.642841336578889,1.8891895424836602
CAMP01209,2025-12-08,2025-12-13,Social,24558,677,177,60,4679.91,8729.82,0.87,4049.91,2.7567391481390993,8.862629246676514,77.99849999999999
CAMP01210,2025-03-04,2025-03-15,Display,87307,7622,3080,866,3050.1,3937.99,0.29,887.8899999999999,8.730113278431283,11.361847284177381,3.522055427251732
CAMP01211,2025-07-08,2025-07-18,Email,36104,1841,887,493,951.67,2143.64,1.25,1191.9699999999998,5.099157988034567,26.77892449755568,1.930365111561866
CAMP01212,2025-12-26,2026-01-03,Display,189658,16150,6548,3284,323.86,628.71,0.94,304.85,8.515327589661391,20.3343653250774,0.0986175395858709
CAMP01213,2025-02-18,2025-03-01,Social,49420,1670,652,277,2861.52,2911.26,0.02,49.74000000000024,3.379198704977742,16.58682634730539,10.330397111913358
CAMP01214,2025-11-23,2025-11-30,Email,271205,5951,2955,1359,2317.53,5705.09,1.46,3387.56,2.1942810788886637,22.836498067551673,1.7053200883002209
CAMP01215,2025-09-14,2025-09-19,Display,169313,10149,4121,2331,2217.26,2785.19,0.26,567.9299999999998,5.994223715839894,22.96778007685486,0.9512054912054912
CAMP01216,2025-08-12,2025-08-20,Display,67055,3744,583,187,4849.4,9952.32,1.05,5102.92,5.583476250838864,4.99465811965812,25.932620320855612
CAMP01217,2025-05-21,2025-05-28,Email,217769,9166,2608,535,1388.1,2884.69,1.08,1496.5900000000001,4.209047201392301,5.8367881300458215,2.5945794392523363
CAMP01218,2025-08-03,2025-08-08,Email,180245,12554,3783,796,2491.15,3982.78,0.6,1491.63,6.964964354073622,6.340608570973395,3.1295854271356784
CAMP01219,2025-07-30,2025-08-05,Search,243016,4511,1001,218,1145.39,1669.14,0.46,523.75,1.8562563781808605,4.832631345599645,5.25408256880734
CAMP01220,2025-11-14,2025-11-29,Email,7221,476,78,19,1676.77,2720.89,0.62,1044.12,6.591884780501315,3.9915966386554618,88.25105263157894
CAMP01221,2025-02-01,2025-02-10,Social,288779,8391,3227,1382,3852.88,6919.84,0.8,3066.96,2.905682199882955,16.470027410320583,2.787901591895803
CAMP01222,2025-06-07,2025-06-19,Influencer,188835,4079,860,509,1066.77,3060.08,1.87,1993.31,2.160086848306723,12.478548663888207,2.0958153241650295
CAMP01223,2025-10-12,2025-10-17,Search,274219,25191,8813,3242,3414.77,7985.09,1.34,4570.32,9.186453163347544,12.869675677821443,1.0532911782850092
CAMP01224,2025-11-01,2025-11-09,Email,158450,8141,1864,903,735.26,2154.93,1.93,1419.6699999999998,5.137898390659514,11.09200343938091,0.8142414174972314
CAMP01225,2025-10-13,2025-10-21,Influencer,40084,3154,954,493,1033.81,1209.5,0.17,175.69000000000005,7.868476199980042,15.630944831959418,2.096977687626775
CAMP01226,2025-05-24,2025-06-02,Search,186498,3360,788,410,213.16,232.55,0.09,19.390000000000015,1.8016278994949009,12.202380952380953,0.5199024390243903
CAMP01227,2025-01-19,2025-01-30,Social,36584,555,146,55,3189.28,3561.95,0.12,372.6699999999996,1.5170566367811065,9.90990990990991,57.986909090909094
CAMP01228,2025-01-18,2025-01-30,Influencer,36245,1976,776,325,4952.57,13463.16,1.72,8510.59,5.451786453303904,16.447368421052634,15.238676923076921
CAMP01229,2025-09-14,2025-09-24,Email,195031,7489,3396,1125,3316.73,8851.1,1.67,5534.370000000001,3.839902374494311,15.02203231406062,2.9482044444444444
CAMP01230,2025-03-19,2025-03-24,Email,9983,104,31,14,4624.27,8675.36,0.88,4051.09,1.041771010718221,13.461538461538462,330.305
CAMP01231,2025-06-24,2025-07-05,Social,233857,6196,2132,752,2679.4,5013.07,0.87,2333.6699999999996,2.6494823759819033,12.136862491930279,3.563031914893617
CAMP01232,2025-07-13,2025-07-20,Search,232999,6917,3083,1000,3433.4,6368.57,0.85,2935.1699999999996,2.968682269022614,14.457134595923089,3.4334000000000002
CAMP01233,2025-04-23,2025-05-03,Influencer,35897,1291,203,91,4635.11,13390.67,1.89,8755.560000000001,3.5964008134384486,7.048799380325329,50.93527472527472
CAMP01234,2025-04-24,2025-05-06,Social,176674,15720,2591,871,522.47,796.1,0.52,273.63,8.8977438672357,5.540712468193385,0.5998507462686568
CAMP01235,2025-08-10,2025-08-21,Search,54411,2603,634,230,3027.44,7377.09,1.44,4349.65,4.78395912591204,8.835958509412217,13.162782608695652
CAMP01236,2025-06-15,2025-06-29,Display,250196,17801,3980,1927,2920.09,3562.0,0.22,641.9099999999999,7.114821979568019,10.82523453738554,1.515355474831344
CAMP01237,2025-11-15,2025-11-25,Display,83466,972,480,259,262.44,399.71,0.52,137.26999999999998,1.1645460427000216,26.64609053497942,1.0132818532818533
CAMP01238,2025-05-12,2025-05-25,Search,211928,17643,5745,2148,865.38,1900.99,1.2,1035.6100000000001,8.324997168849798,12.17480020404693,0.40287709497206703
CAMP01239,2025-09-21,2025-10-04,Email,229622,7262,2248,919,2806.51,6161.1,1.2,3354.59,3.1625889505360987,12.654916001101624,3.053873775843308
CAMP01240,2025-02-24,2025-03-01,Email,108482,4102,1359,677,2538.61,5349.42,1.11,2810.81,3.7812724691653914,16.504144319843977,3.7497932053175775
CAMP01241,2025-12-25,2025-12-30,Display,174198,2451,1103,319,1784.76,2225.59,0.25,440.83000000000015,1.4070195983880411,13.015095879232966,5.594858934169279
CAMP01242,2025-05-11,2025-05-16,Email,206115,9661,1907,697,3518.82,8830.09,1.51,5311.27,4.687189190500448,7.214574060656247,5.048522238163558
CAMP01243,2025-10-15,2025-10-27,Email,291069,25244,7683,4030,1865.14,4517.82,1.42,2652.6799999999994,8.6728576385668,15.964189510378704,0.46281389578163773
CAMP01244,2025-09-23,2025-10-07,Search,159761,7043,1467,818,3867.46,9134.48,1.36,5267.0199999999995,4.408460137330137,11.614368876899048,4.727946210268949
CAMP01245,2025-06-11,2025-06-22,Search,190218,17457,7196,3295,4065.26,5116.7,0.26,1051.4399999999996,9.177364918146548,18.874949876840237,1.2337663125948408
CAMP01246,2025-03-28,2025-04-04,Email,282382,24869,10217,3651,3258.43,4697.76,0.44,1439.3300000000004,8.806864460199304,14.680928063050382,0.8924760339632977
CAMP01247,2025-02-24,2025-03-02,Search,160879,2505,1209,534,1467.01,4139.19,1.82,2672.1799999999994,1.557070842061425,21.317365269461078,2.747209737827715
CAMP01248,2025-10-15,2025-10-23,Influencer,241130,9036,2518,683,4033.02,7925.92,0.97,3892.9,3.7473561979015466,7.558654271801682,5.904860907759883
CAMP01249,2025-06-27,2025-07-04,Display,210529,19355,3163,669,1333.76,2448.65,0.84,1114.89,9.19350778277577,3.4564711960733656,1.993662182361734
CAMP01250,2025-12-15,2025-12-26,Influencer,16204,205,94,21,1584.75,4350.26,1.75,2765.51,1.2651197235250555,10.24390243902439,75.46428571428571
CAMP01251,2025-01-08,2025-01-22,Influencer,256628,20253,9240,2247,3083.15,4901.38,0.59,1818.23,7.891968140654956,11.094652644052733,1.3721183800623054
CAMP01252,2025-11-17,2025-11-29,Email,171769,15730,3049,885,3476.32,9219.85,1.65,5743.530000000001,9.157647771134489,5.626191989828353,3.928045197740113
CAMP01253,2025-11-09,2025-11-19,Email,137602,10917,2298,884,1919.32,3614.06,0.88,1694.74,7.933750962922051,8.097462672895483,2.171176470588235
CAMP01254,2025-09-04,2025-09-11,Influencer,232849,17916,4037,1182,2997.8,6724.09,1.24,3726.29,7.694256793028958,6.597454789015406,2.536209813874789
CAMP01255,2025-11-19,2025-11-29,Influencer,291441,25035,7027,3049,1315.14,2274.75,0.73,959.6099999999999,8.590074835043799,12.178949470740964,0.43133486388979997
CAMP01256,2025-09-12,2025-09-18,Social,202323,14146,6105,3658,3994.59,11315.58,1.83,7320.99,6.991790355026368,25.858900042414817,1.0920147621651175
CAMP01257,2025-11-24,2025-12-05,Social,211141,10151,1601,639,4961.43,6015.33,0.21,1053.8999999999996,4.807687753681189,6.294946310708305,7.764366197183099
CAMP01258,2025-02-23,2025-03-10,Display,45295,708,269,135,3522.0,5051.66,0.43,1529.6599999999999,1.5630864333811678,19.06779661016949,26.08888888888889
CAMP01259,2025-09-06,2025-09-20,Influencer,57464,4649,1120,354,1664.89,2339.54,0.41,674.6499999999999,8.090282611722122,7.6145407614540765,4.703079096045198
CAMP01260,2025-08-27,2025-09-07,Search,12223,1118,199,116,1808.91,2750.49,0.52,941.5799999999997,9.146690665139491,10.37567084078712,15.594051724137932
CAMP01261,2025-08-17,2025-08-25,Social,98232,5505,1295,388,249.57,476.38,0.91,226.81,5.6040801368189594,7.048138056312443,0.6432216494845361
CAMP01262,2025-03-08,2025-03-20,Email,288720,16724,5239,2298,3270.07,4034.21,0.23,764.1399999999999,5.792463286228872,13.740731882324802,1.4230069625761532
CAMP01263,2025-02-20,2025-02-28,Influencer,257787,11934,5591,3317,3040.1,3276.33,0.08,236.23000000000002,4.629403344621723,27.79453661806603,0.9165209526680735
CAMP01264,2025-04-07,2025-04-18,Search,87121,7589,2666,1395,4777.48,10185.02,1.13,5407.540000000001,8.710873382996063,18.38186849387271,3.424716845878136
CAMP01265,2025-04-02,2025-04-10,Search,138212,1566,536,319,2070.46,4149.68,1.0,2079.2200000000003,1.1330419934593234,20.37037037037037,6.490470219435736
CAMP01266,2025-09-21,2025-09-30,Search,64016,4238,608,213,4671.33,7853.99,0.68,3182.66,6.620219945013747,5.025955639452572,21.93112676056338
CAMP01267,2025-10-18,2025-10-29,Email,112552,10317,1361,314,3825.21,5131.15,0.34,1305.9399999999996,9.166429739142796,3.0435204032179897,12.1821974522293
CAMP01268,2025-04-06,2025-04-20,Social,106975,2063,313,93,1511.22,1865.96,0.23,354.74,1.9284879644776816,4.507998061076103,16.24967741935484
CAMP01269,2025-03-29,2025-04-05,Search,128505,12378,1710,997,180.52,501.49,1.78,320.97,9.632310026847204,8.05461302310551,0.18106318956870612
CAMP01270,2025-03-19,2025-04-02,Social,279166,27104,8959,3119,3660.64,6841.68,0.87,3181.0400000000004,9.708918707865571,11.507526564344746,1.1736582237896762
CAMP01271,2025-10-15,2025-10-24,Display,23328,2185,614,153,2532.1,7355.67,1.9,4823.57,9.366426611796982,7.00228832951945,16.54967320261438
CAMP01272,2025-04-30,2025-05-15,Email,7929,409,41,17,4813.09,7944.37,0.65,3131.2799999999997,5.158279732627065,4.156479217603912,283.1229411764706
CAMP01273,2025-10-29,2025-11-05,Social,73919,3286,790,316,208.32,463.58,1.23,255.26,4.445406458420704,9.616555082166768,0.6592405063291139
CAMP01274,2025-06-14,2025-06-23,Social,266039,19563,2952,664,2657.33,5673.36,1.13,3016.0299999999997,7.35343314326095,3.394162449522057,4.002003012048193
CAMP01275,2025-07-01,2025-07-08,Search,57692,2231,1104,420,3965.23,5254.37,0.33,1289.1399999999999,3.8670872911322194,18.825638727028238,9.44102380952381
CAMP01276,2025-08-11,2025-08-26,Search,229040,3699,1050,475,3969.89,7890.6,0.99,3920.7100000000005,1.6150017464198394,12.841308461746417,8.357663157894736
CAMP01277,2025-11-07,2025-11-21,Email,81647,7440,2012,589,3393.09,6682.3,0.97,3289.21,9.112398495964333,7.916666666666666,5.760764006791172
CAMP01278,2025-01-07,2025-01-22,Social,64962,4361,1559,389,2032.43,4090.86,1.01,2058.4300000000003,6.713155383147071,8.919972483375373,5.2247557840616965
CAMP01279,2025-11-26,2025-12-07,Influencer,102435,2934,712,388,429.49,688.86,0.6,259.37,2.8642553814614145,13.224267211997272,1.1069329896907216
CAMP01280,2025-09-20,2025-09-25,Search,28161,328,126,56,1578.62,2345.52,0.49,766.9000000000001,1.1647313660736478,17.073170731707318,28.189642857142854
CAMP01281,2025-06-10,2025-06-23,Search,38089,2861,1321,346,3290.65,5992.25,0.82,2701.6,7.511354984378691,12.093673540720028,9.510549132947977
CAMP01282,2025-05-31,2025-06-13,Display,288197,25001,7489,3382,3878.19,11035.44,1.85,7157.25,8.674968858107475,13.527458901643936,1.1467149615612064
CAMP01283,2025-03-26,2025-04-04,Email,121381,5645,1429,706,4105.16,8780.03,1.14,4674.870000000001,4.650645488173602,12.506643046944198,5.814674220963172
CAMP01284,2025-05-27,2025-06-09,Social,22447,387,119,52,3893.0,7541.68,0.94,3648.6800000000003,1.7240611217534636,13.436692506459949,74.86538461538461
CAMP01285,2025-04-22,2025-05-06,Social,94841,6484,2213,545,1686.58,2346.04,0.39,659.46,6.836705644183423,8.405305367057373,3.094642201834862
CAMP01286,2025-02-05,2025-02-15,Social,8111,297,130,32,3501.04,9985.76,1.85,6484.72,3.6616939958081614,10.774410774410773,109.4075
CAMP01287,2025-10-12,2025-10-21,Search,63820,1465,377,82,4848.49,11245.43,1.32,6396.9400000000005,2.295518646192416,5.597269624573379,59.12792682926829
CAMP01288,2025-07-07,2025-07-14,Email,98029,5483,661,194,768.86,2289.02,1.98,1520.1599999999999,5.593242815901417,3.5382090096662413,3.9631958762886597
CAMP01289,2025-03-23,2025-04-07,Social,122949,6561,2311,517,3683.67,4927.27,0.34,1243.6000000000004,5.336358978112877,7.879896357262613,7.125087040618956
CAMP01290,2025-01-02,2025-01-17,Influencer,212593,12013,5943,3102,2108.91,3755.38,0.78,1646.4700000000003,5.650703456840065,25.822026138350118,0.6798549323017408
CAMP01291,2025-10-30,2025-11-11,Display,204694,17225,7608,1568,1202.47,2002.56,0.67,800.0899999999999,8.41499995114659,9.103047895500724,0.7668813775510204
CAMP01292,2025-07-16,2025-07-24,Display,246538,13216,5330,2304,1668.21,2776.52,0.66,1108.31,5.36063406046938,17.433414043583532,0.7240494791666667
CAMP01293,2025-01-11,2025-01-25,Social,94000,8558,1460,764,915.71,975.96,0.07,60.25,9.104255319148937,8.927319467165226,1.1985732984293194
CAMP01294,2025-08-22,2025-08-29,Search,207940,17833,7123,3974,4095.18,8501.82,1.08,4406.639999999999,8.576031547561797,22.28452868277912,1.0304932058379466
CAMP01295,2025-07-14,2025-07-24,Display,240823,16520,2190,796,1998.56,4432.07,1.22,2433.5099999999998,6.859809901878143,4.818401937046005,2.510753768844221
CAMP01296,2025-04-29,2025-05-11,Display,178614,2700,803,360,4694.33,5137.14,0.09,442.8100000000004,1.5116396251133728,13.333333333333334,13.039805555555555
CAMP01297,2025-01-20,2025-02-02,Display,242239,21279,5284,3067,4835.29,13343.75,1.76,8508.46,8.784299803087034,14.41327130034306,1.576553635474405
CAMP01298,2025-09-18,2025-09-28,Display,176508,16150,7463,3497,4832.14,6778.56,0.4,1946.42,9.14972692455866,21.653250773993808,1.381795824992851
CAMP01299,2025-10-20,2025-10-29,Social,6229,272,44,24,862.99,1117.79,0.3,254.79999999999995,4.366672017980414,8.823529411764707,35.95791666666667
CAMP01300,2025-09-13,2025-09-28,Email,247193,14177,5891,2790,1797.29,2445.08,0.36,647.79,5.7351947668421035,19.679762996402626,0.6441899641577061
CAMP01301,2025-08-10,2025-08-16,Email,266882,9418,1124,255,1620.89,2987.91,0.84,1367.0199999999998,3.52890041291657,2.707581227436823,6.35643137254902
CAMP01302,2025-08-14,2025-08-20,Search,106101,1201,457,127,4621.13,5382.47,0.16,761.3400000000001,1.131940321014882,10.574521232306411,36.38685039370079
CAMP01303,2025-02-22,2025-03-07,Influencer,6363,338,73,42,523.73,1386.68,1.65,862.95,5.311959767405312,12.42603550295858,12.469761904761905
CAMP01304,2025-12-21,2025-12-27,Email,87372,1890,926,497,2984.22,7042.7,1.36,4058.48,2.1631644004944377,26.296296296296294,6.0044668008048285
CAMP01305,2025-12-08,2025-12-14,Influencer,223988,5935,2188,807,2478.33,4818.75,0.94,2340.42,2.649695519402825,13.597304128053917,3.0710408921933086
CAMP01306,2025-12-30,2026-01-06,Email,54729,2915,651,172,4883.72,9773.47,1.0,4889.749999999999,5.326243856090921,5.900514579759863,28.39372093023256
CAMP01307,2025-10-07,2025-10-14,Email,287447,25304,4914,1291,4820.17,8734.33,0.81,3914.16,8.80301412086402,5.101960164400885,3.7336715724244773
CAMP01308,2025-03-22,2025-03-30,Search,8264,710,252,141,2177.59,5294.22,1.43,3116.63,8.591481122942884,19.859154929577468,15.443900709219859
CAMP01309,2025-07-21,2025-08-01,Display,238618,23111,4832,1287,2262.73,6576.36,1.91,4313.629999999999,9.68535483492444,5.568776772965254,1.758142968142968
CAMP01310,2025-06-07,2025-06-20,Search,258941,13838,2417,856,1984.22,4180.73,1.11,2196.5099999999993,5.344074518905851,6.185865009394422,2.318014018691589
CAMP01311,2025-04-30,2025-05-06,Email,87102,5198,1866,1045,3966.94,8436.89,1.13,4469.949999999999,5.967716011113407,20.103886110042325,3.7961148325358853
CAMP01312,2025-02-28,2025-03-08,Display,291955,24521,9556,2038,590.89,1208.13,1.04,617.2400000000001,8.398897090305013,8.311243424003916,0.28993621197252206
CAMP01313,2025-08-03,2025-08-16,Display,263226,19207,3749,1695,669.12,1887.08,1.82,1217.96,7.296771595511081,8.82490758577602,0.39476106194690264
CAMP01314,2025-05-08,2025-05-14,Display,24856,657,206,70,3552.99,8071.14,1.27,4518.150000000001,2.643224975860959,10.6544901065449,50.757
CAMP01315,2025-08-12,2025-08-26,Influencer,125347,5745,2099,510,181.77,499.68,1.75,317.90999999999997,4.583276823537859,8.87728459530026,0.3564117647058824
CAMP01316,2025-07-28,2025-08-12,Email,236746,22165,10567,4512,3388.05,7348.22,1.17,3960.17,9.362354590996258,20.356417775772613,0.7508976063829788
CAMP01317,2025-04-25,2025-04-30,Social,112780,2611,1100,433,730.61,1750.86,1.4,1020.2499999999999,2.3151267955311225,16.58368441210264,1.6873210161662817
CAMP01318,2025-07-28,2025-08-11,Search,244291,7045,1890,452,3952.31,9134.94,1.31,5182.630000000001,2.883855729437433,6.4158977998580555,8.744048672566372
CAMP01319,2025-01-14,2025-01-26,Influencer,81174,3738,1636,502,3724.23,7006.83,0.88,3282.6,4.604922758518738,13.42964151952916,7.418784860557769
CAMP01320,2025-01-09,2025-01-22,Search,127155,12027,3327,1650,993.08,1265.66,0.27,272.58000000000004,9.458534859030317,13.719131953105512,0.6018666666666667
CAMP01321,2025-02-09,2025-02-20,Social,287742,5824,885,444,3808.97,7022.97,0.84,3214.0000000000005,2.0240354206198607,7.623626373626374,8.578761261261262
CAMP01322,2025-08-25,2025-09-06,Display,47541,3354,793,348,3972.13,10899.61,1.74,6927.4800000000005,7.054963084495489,10.37567084078712,11.414166666666667
CAMP01323,2025-10-08,2025-10-16,Social,119047,2606,1099,268,4635.25,10715.5,1.31,6080.25,2.1890513830671923,10.283960092095166,17.29570895522388
CAMP01324,2025-12-25,2026-01-02,Search,37223,2129,1026,555,3649.78,10537.22,1.89,6887.439999999999,5.719581978884023,26.06857679661813,6.576180180180181
CAMP01325,2025-07-20,2025-07-26,Social,36024,2099,1035,278,4351.25,6776.76,0.56,2425.51,5.826671108150122,13.244402096236302,15.651978417266188
CAMP01326,2025-09-03,2025-09-15,Email,127538,1764,627,306,3223.65,6265.41,0.94,3041.7599999999998,1.3831171886026126,17.346938775510203,10.534803921568628
CAMP01327,2025-10-05,2025-10-20,Social,8941,857,249,54,3165.03,7870.28,1.49,4705.25,9.585057599821049,6.301050175029172,58.61166666666667
CAMP01328,2025-08-23,2025-08-29,Email,46617,3850,634,210,3409.19,4312.35,0.26,903.1600000000003,8.258789711907673,5.454545454545454,16.234238095238094
CAMP01329,2025-01-04,2025-01-17,Social,95815,3569,503,196,2091.12,2502.69,0.2,411.57000000000016,3.7248865000260922,5.491734379377977,10.668979591836734
CAMP01330,2025-06-03,2025-06-11,Email,31025,674,207,43,1220.01,3056.84,1.51,1836.8300000000002,2.172441579371475,6.379821958456973,28.372325581395348
CAMP01331,2025-01-29,2025-02-03,Email,88172,3624,1417,380,2125.24,4952.94,1.33,2827.7,4.110148346413828,10.485651214128035,5.592736842105262
CAMP01332,2025-04-19,2025-04-27,Social,18277,1653,379,124,3007.61,5900.3,0.96,2892.69,9.044153854571318,7.50151240169389,24.254919354838712
CAMP01333,2025-04-08,2025-04-15,Influencer,299997,6582,2434,1443,3481.03,3945.73,0.13,464.6999999999998,2.194021940219402,21.923427529626252,2.4123562023562024
CAMP01334,2025-08-03,2025-08-13,Display,162883,6749,2215,1133,2337.85,5272.33,1.26,2934.48,4.143464941092686,16.787672247740407,2.0634157105030893
CAMP01335,2025-10-20,2025-10-31,Display,11909,648,308,165,1717.54,4013.83,1.34,2296.29,5.441262910403896,25.462962962962965,10.409333333333333
CAMP01336,2025-03-16,2025-03-28,Display,98605,1277,234,109,1309.77,2096.97,0.6,787.1999999999998,1.2950661731149535,8.535630383711824,12.016238532110092
CAMP01337,2025-11-22,2025-11-28,Email,265175,9048,3043,964,997.68,1176.95,0.18,179.2700000000001,3.4120863580654284,10.654288240495138,1.0349377593360995
CAMP01338,2025-05-26,2025-06-05,Display,189505,12053,3200,1548,2434.21,4888.66,1.01,2454.45,6.360254346851006,12.84327553306231,1.5724870801033592
CAMP01339,2025-05-08,2025-05-18,Email,239029,9359,1915,899,3561.32,7025.08,0.97,3463.7599999999998,3.915424488242013,9.605727107596966,3.961423804226919
CAMP01340,2025-12-07,2025-12-21,Influencer,209641,18521,4499,1997,4166.26,6624.75,0.59,2458.49,8.834626814411303,10.782355164407969,2.0862593890836254
CAMP01341,2025-02-11,2025-02-20,Social,146820,13846,3015,962,1792.03,3812.71,1.13,2020.68,9.430595286745675,6.947854976166402,1.8628170478170478
CAMP01342,2025-12-22,2026-01-05,Social,248301,12350,3841,1172,3094.7,6861.33,1.22,3766.63,4.9738019581072965,9.489878542510121,2.640529010238908
CAMP01343,2025-02-10,2025-02-24,Email,198537,11491,3714,1242,2440.77,6944.47,1.85,4503.700000000001,5.78783803522769,10.808458793838655,1.9651932367149758
CAMP01344,2025-02-03,2025-02-14,Email,119200,7959,3551,1153,4834.68,12317.23,1.55,7482.549999999999,6.677013422818792,14.486744565900239,4.193130962705984
CAMP01345,2025-01-17,2025-01-24,Influencer,54408,3798,1566,361,4423.73,11582.59,1.62,7158.860000000001,6.980591089545656,9.505002632964718,12.254099722991688
CAMP01346,2025-06-14,2025-06-22,Display,16998,266,58,30,4423.14,6065.56,0.37,1642.42,1.5648899870573008,11.278195488721805,147.43800000000002
CAMP01347,2025-06-02,2025-06-16,Influencer,149836,2222,1049,364,2938.09,5630.28,0.92,2692.1899999999996,1.482954697135535,16.38163816381638,8.071675824175825
CAMP01348,2025-03-17,2025-03-30,Social,181451,15950,7135,3443,2240.48,3171.47,0.42,930.9899999999998,8.790251913739798,21.586206896551722,0.6507348242811501
CAMP01349,2025-03-28,2025-04-05,Social,217466,6477,2269,707,3294.1,4526.74,0.37,1232.6399999999999,2.9783966229203642,10.91554732129072,4.659264497878359
CAMP01350,2025-04-27,2025-05-04,Display,195660,12242,1315,579,882.3,1774.21,1.01,891.9100000000001,6.256771951344168,4.7296193432445675,1.5238341968911917
CAMP01351,2025-12-28,2026-01-03,Social,218685,14481,2659,568,4426.57,6906.27,0.56,2479.7000000000007,6.621853350709925,3.9223810510323873,7.79325704225352
CAMP01352,2025-12-08,2025-12-17,Email,198470,4922,2046,495,1429.04,2042.34,0.43,613.3,2.479971784148738,10.056887444128403,2.8869494949494947
CAMP01353,2025-01-27,2025-02-04,Social,115716,9088,2558,884,4151.81,10177.37,1.45,6025.56,7.853710809222579,9.727112676056338,4.696617647058824
CAMP01354,2025-11-09,2025-11-21,Search,128362,11287,1697,521,1562.66,1668.62,0.07,105.95999999999981,8.793100761907729,4.615929830778772,2.9993474088291747
CAMP01355,2025-10-14,2025-10-25,Display,74201,2647,696,237,2657.9,6656.02,1.5,3998.1200000000003,3.5673373674209246,8.953532300717795,11.214767932489451
CAMP01356,2025-05-14,2025-05-24,Display,113894,10137,1872,1071,3884.15,10865.21,1.8,6981.0599999999995,8.900381056069678,10.565255992897308,3.626657329598506
CAMP01357,2025-08-07,2025-08-22,Display,21734,375,171,39,2029.32,4889.68,1.41,2860.3600000000006,1.7254071960982793,10.4,52.03384615384615
CAMP01358,2025-06-17,2025-06-23,Search,213670,17529,7988,3076,1854.22,2570.39,0.39,716.1699999999998,8.203772172040997,17.548063209538476,0.6028023407022107
CAMP01359,2025-04-08,2025-04-15,Influencer,128107,8661,2207,616,4450.57,11001.14,1.47,6550.57,6.760754681633323,7.112342685602124,7.224951298701298
CAMP01360,2025-09-25,2025-10-09,Email,27313,1706,264,90,437.65,877.06,1.0,439.40999999999997,6.246109911031377,5.275498241500586,4.862777777777778
CAMP01361,2025-08-25,2025-09-07,Display,154277,4738,1153,542,4223.52,9612.51,1.28,5388.99,3.0710993861690334,11.439425918108908,7.792472324723248
CAMP01362,2025-11-05,2025-11-18,Social,255649,10881,1648,970,4648.17,8298.81,0.79,3650.6399999999994,4.256226310292628,8.914621817847625,4.791927835051546
CAMP01363,2025-06-22,2025-07-01,Email,17464,1605,355,169,2859.49,3947.88,0.38,1088.3900000000003,9.19033440219881,10.529595015576323,16.920059171597632
CAMP01364,2025-07-09,2025-07-16,Social,32132,1668,681,377,3510.26,3670.14,0.05,159.87999999999965,5.191086767085771,22.60191846522782,9.311034482758622
CAMP01365,2025-05-02,2025-05-08,Email,55737,3538,766,198,4321.09,10726.49,1.48,6405.4,6.347668514631215,5.596382136800452,21.82368686868687
